AL, 93, 2014073012, 03, GFDN,  90, 195N,  638W,  84,  981
AL, 93, 2014073012, 03, GFDN,  96, 204N,  652W,  80,  981
AL, 93, 2014073012, 03, NG06, 174, 234N,  810W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG06, 180, 243N,  815W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 090, 189N,  607W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 096, 191N,  618W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 102, 193N,  628W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 108, 194N,  639W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 114, 194N,  654W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 120, 194N,  669W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 126, 197N,  684W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 132, 197N,  698W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 138, 199N,  715W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 144, 200N,  730W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 150, 202N,  745W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 156, 205N,  759W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 162, 208N,  774W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 168, 211N,  790W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 174, 217N,  802W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG10, 180, 219N,  814W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG17, 090, 173N,  596W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 090, 189N,  650W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 096, 198N,  660W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 102, 208N,  669W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 108, 215N,  678W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 114, 222N,  689W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 120, 233N,  698W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 126, 245N,  706W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 132, 255N,  710W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 138, 263N,  715W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 144, 274N,  712W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 150, 285N,  705W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 156, 293N,  695W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 162, 303N,  684W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 168, 311N,  668W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 174, 320N,  652W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG18, 180, 329N,  637W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 090, 195N,  640W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 096, 200N,  652W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 102, 205N,  665W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 108, 208N,  678W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 114, 211N,  690W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 120, 215N,  705W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 126, 219N,  718W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 132, 222N,  730W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 138, 227N,  743W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 144, 229N,  758W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 150, 235N,  769W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 156, 239N,  780W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 162, 241N,  790W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 168, 250N,  801W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 174, 260N,  807W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NG20, 180, 268N,  811W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073012, 03, NVGM, 090, 182N,  618W,  41, 1013, XX,  34, NEQ, 0113, 0084, 0000, 0056
AL, 93, 2014073012, 03, NVGM, 096, 187N,  629W,  41, 1013, XX,  34, NEQ, 0115, 0054, 0000, 0113
AL, 93, 2014073012, 03, NVGM, 102, 193N,  640W,  42, 1013, XX,  34, NEQ, 0089, 0062, 0000, 0054
AL, 93, 2014073012, 03, NVGM, 108, 197N,  651W,  45, 1013, XX,  34, NEQ, 0070, 0066, 0000, 0070
AL, 93, 2014073012, 03, NVGM, 114, 200N,  664W,  42, 1013, XX,  34, NEQ, 0099, 0060, 0000, 0071
AL, 93, 2014073012, 03, NVGM, 120, 204N,  678W,  49, 1013, XX,  34, NEQ, 0094, 0000, 0000, 0109
AL, 93, 2014073012, 03, NVGM, 126, 208N,  693W,  44, 1013, XX,  34, NEQ, 0089, 0000, 0000, 0077
AL, 93, 2014073012, 03, NVGM, 132, 211N,  706W,  42, 1013, XX,  34, NEQ, 0133, 0065, 0000, 0095
AL, 93, 2014073012, 03, NVGM, 138, 213N,  721W,  42, 1013, XX,  34, NEQ, 0118, 0000, 0000, 0000
AL, 93, 2014073012, 03, NVGM, 144, 217N,  735W,  40, 1013, XX,  34, NEQ, 0093, 0000, 0000, 0059
AL, 93, 2014073012, 03, NVGM, 150, 223N,  747W,  37, 1013, XX,  34, NEQ, 0064, 0000, 0000, 0000
AL, 93, 2014073018, 03, GFDN,  90, 207N,  650W,  70,  988
AL, 93, 2014073018, 03, GFDN,  96, 217N,  663W,  74,  988
AL, 93, 2014073018, 03, GFDN, 102, 225N,  674W,  76,  987
AL, 93, 2014073018, 03, GFDN, 108, 233N,  683W,  70,  988
AL, 93, 2014073018, 03, GFDN, 114, 242N,  694W,  72,  987
AL, 93, 2014073018, 03, GFDN, 120, 251N,  703W,  77,  983
AL, 93, 2014073018, 03, GFDN, 126, 260N,  709W,  79,  980
AL, 93, 2014073018, 03, NVGM, 090, 194N,  627W,  42, 1013, XX,  34, NEQ, 0114, 0081, 0000, 0099
AL, 93, 2014073018, 03, NVGM, 096, 202N,  636W,  43, 1013, XX,  34, NEQ, 0091, 0103, 0000, 0080
AL, 93, 2014073018, 03, NVGM, 102, 206N,  646W,  42, 1013, XX,  34, NEQ, 0089, 0079, 0000, 0110
AL, 93, 2014073018, 03, NVGM, 108, 210N,  657W,  45, 1013, XX,  34, NEQ, 0123, 0046, 0000, 0077
AL, 93, 2014073018, 03, NVGM, 114, 214N,  669W,  46, 1013, XX,  34, NEQ, 0134, 0054, 0000, 0129
AL, 93, 2014073018, 03, NVGM, 120, 217N,  681W,  45, 1013, XX,  34, NEQ, 0125, 0089, 0000, 0099
AL, 93, 2014073018, 03, NVGM, 126, 220N,  691W,  44, 1013, XX,  34, NEQ, 0089, 0038, 0000, 0075
AL, 93, 2014073018, 03, NVGM, 132, 222N,  704W,  46, 1013, XX,  34, NEQ, 0030, 0062, 0000, 0098
AL, 93, 2014073018, 03, NVGM, 138, 226N,  716W,  46, 1013, XX,  34, NEQ, 0075, 0101, 0000, 0067
AL, 93, 2014073018, 03, NVGM, 144, 232N,  727W,  44, 1014, XX,  34, NEQ, 0104, 0070, 0000, 0061
AL, 93, 2014073100, 03, GFDN,  90, 217N,  669W,  67,  991
AL, 93, 2014073100, 03, GFDN,  96, 225N,  679W,  65,  993
AL, 93, 2014073100, 03, GFDN, 102, 232N,  689W,  67,  993
AL, 93, 2014073100, 03, GFDN, 108, 240N,  698W,  65,  990
AL, 93, 2014073100, 03, GFDN, 114, 249N,  707W,  74,  989
AL, 93, 2014073100, 03, GFDN, 120, 257N,  714W,  76,  985
AL, 93, 2014073100, 03, GFDN, 126, 267N,  720W,  73,  985
AL, 93, 2014073100, 03, NG01, 090, 211N,  648W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 096, 218N,  652W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 102, 223N,  658W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 108, 230N,  664W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 114, 238N,  670W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 120, 243N,  676W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 126, 250N,  680W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 132, 260N,  687W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 138, 269N,  690W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 144, 278N,  692W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 150, 283N,  693W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 156, 291N,  692W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 162, 300N,  689W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 168, 307N,  684W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 174, 314N,  676W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG01, 180, 322N,  665W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 090, 210N,  690W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 096, 220N,  699W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 102, 231N,  707W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 108, 241N,  712W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 114, 252N,  717W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 120, 262N,  718W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 126, 271N,  720W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 132, 280N,  720W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 138, 289N,  715W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 144, 297N,  711W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 150, 304N,  704W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 156, 310N,  696W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 162, 315N,  686W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 168, 319N,  678W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 174, 322N,  669W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG02, 180, 329N,  657W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 090, 203N,  681W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 096, 208N,  689W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 102, 215N,  698W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 108, 220N,  708W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 114, 225N,  715W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 120, 229N,  721W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 126, 236N,  729W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 132, 240N,  739W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 138, 249N,  743W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 144, 257N,  746W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 150, 268N,  750W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 156, 280N,  748W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 162, 289N,  745W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 168, 296N,  743W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 174, 303N,  739W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG03, 180, 311N,  730W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 090, 206N,  659W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 096, 211N,  668W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 102, 218N,  679W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 108, 222N,  689W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 114, 228N,  699W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 120, 230N,  709W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 126, 238N,  720W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 132, 247N,  730W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 138, 256N,  736W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 144, 263N,  741W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 150, 275N,  744W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 156, 285N,  745W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 162, 294N,  740W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 168, 303N,  737W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 174, 314N,  731W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG04, 180, 326N,  719W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 090, 219N,  680W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 096, 224N,  686W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 102, 229N,  692W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 108, 233N,  702W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 114, 239N,  710W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 120, 245N,  716W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 126, 251N,  723W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 132, 259N,  730W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 138, 271N,  733W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 144, 278N,  738W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 150, 288N,  740W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 156, 304N,  737W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 162, 319N,  731W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 168, 330N,  721W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 174, 333N,  707W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG05, 180, 341N,  687W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 090, 178N,  638W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 096, 187N,  650W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 102, 189N,  666W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 108, 197N,  678W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 114, 200N,  696W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 120, 212N,  707W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 126, 216N,  719W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 132, 220N,  734W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 138, 236N,  743W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 144, 240N,  751W,   0, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 150, 245N,  761W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 156, 254N,  771W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 93, 2014073100, 03, NG09, 162, 268N,  777W,   0, 1017, XX,  34, NEQ, 0000, 0000, 0000, 0000
