WP, 95, 2013090918, 03, HWRF, 000, 154N, 1486E,  18, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  86
WP, 95, 2013090918, 03, HWRF, 072, 228N, 1427E,  69,  963, XX,  50, NEQ, 0061, 0036, 0033, 0044,    0,    0,  18
WP, 95, 2013090918, 03, HWRF, 072, 228N, 1427E,  69,  963, XX,  64, NEQ, 0030, 0000, 0000, 0024,    0,    0,  18
WP, 95, 2013090918, 03, HWRF, 078, 229N, 1417E,  85,  954, XX,  34, NEQ, 0161, 0092, 0084, 0159,    0,    0,  15
WP, 95, 2013090918, 03, HWRF, 078, 229N, 1417E,  85,  954, XX,  50, NEQ, 0061, 0038, 0041, 0056,    0,    0,  15
WP, 95, 2013090918, 03, HWRF, 078, 229N, 1417E,  85,  954, XX,  64, NEQ, 0035, 0028, 0030, 0036,    0,    0,  15
WP, 95, 2013090918, 03, HWRF, 084, 229N, 1408E,  89,  945, XX,  34, NEQ, 0225, 0092, 0094, 0222,    0,    0,  19
WP, 95, 2013090918, 03, HWRF, 084, 229N, 1408E,  89,  945, XX,  50, NEQ, 0064, 0048, 0048, 0066,    0,    0,  19
WP, 95, 2013090918, 03, HWRF, 084, 229N, 1408E,  89,  945, XX,  64, NEQ, 0042, 0036, 0037, 0041,    0,    0,  19
WP, 95, 2013090918, 03, HWRF, 090, 228N, 1399E, 100,  936, XX,  34, NEQ, 0289, 0090, 0107, 0230,    0,    0,  18
WP, 95, 2013090918, 03, HWRF, 090, 228N, 1399E, 100,  936, XX,  50, NEQ, 0078, 0054, 0058, 0072,    0,    0,  18
WP, 95, 2013090918, 03, HWRF, 090, 228N, 1399E, 100,  936, XX,  64, NEQ, 0046, 0039, 0040, 0044,    0,    0,  18
WP, 95, 2013090918, 03, HWRF, 096, 229N, 1389E, 111,  928, XX,  34, NEQ, 0338, 0146, 0108, 0260,    0,    0,  24
WP, 95, 2013090918, 03, HWRF, 096, 229N, 1389E, 111,  928, XX,  50, NEQ, 0080, 0060, 0056, 0071,    0,    0,  24
WP, 95, 2013090918, 03, HWRF, 096, 229N, 1389E, 111,  928, XX,  64, NEQ, 0054, 0043, 0043, 0054,    0,    0,  24
WP, 95, 2013090918, 03, HWRF, 102, 231N, 1382E, 106,  926, XX,  34, NEQ, 0338, 0126, 0110, 0232,    0,    0,  20
WP, 95, 2013090918, 03, HWRF, 102, 231N, 1382E, 106,  926, XX,  50, NEQ, 0085, 0070, 0060, 0070,    0,    0,  20
WP, 95, 2013090918, 03, HWRF, 102, 231N, 1382E, 106,  926, XX,  64, NEQ, 0058, 0051, 0047, 0053,    0,    0,  20
WP, 95, 2013090918, 03, HWRF, 108, 237N, 1373E, 115,  922, XX,  34, NEQ, 0237, 0131, 0130, 0302,    0,    0,  25
WP, 95, 2013090918, 03, HWRF, 108, 237N, 1373E, 115,  922, XX,  50, NEQ, 0079, 0075, 0066, 0078,    0,    0,  25
WP, 95, 2013090918, 03, HWRF, 108, 237N, 1373E, 115,  922, XX,  64, NEQ, 0057, 0053, 0053, 0054,    0,    0,  25
WP, 95, 2013090918, 03, HWRF, 114, 242N, 1364E, 117,  922, XX,  34, NEQ, 0318, 0130, 0121, 0253,    0,    0,  32
WP, 95, 2013090918, 03, HWRF, 114, 242N, 1364E, 117,  922, XX,  50, NEQ, 0089, 0074, 0069, 0081,    0,    0,  32
WP, 95, 2013090918, 03, HWRF, 114, 242N, 1364E, 117,  922, XX,  64, NEQ, 0067, 0053, 0059, 0063,    0,    0,  32
WP, 95, 2013090918, 03, HWRF, 120, 247N, 1356E, 119,  919, XX,  34, NEQ, 0350, 0158, 0129, 0312,    0,    0,  30
WP, 95, 2013090918, 03, HWRF, 120, 247N, 1356E, 119,  919, XX,  50, NEQ, 0099, 0081, 0072, 0088,    0,    0,  30
WP, 95, 2013090918, 03, HWRF, 120, 247N, 1356E, 119,  919, XX,  64, NEQ, 0068, 0062, 0055, 0063,    0,    0,  30
WP, 95, 2013090918, 03, HWRF, 126, 254N, 1348E, 121,  916, XX,  34, NEQ, 0266, 0208, 0157, 0158,    0,    0,  27
WP, 95, 2013090918, 03, HWRF, 126, 254N, 1348E, 121,  916, XX,  50, NEQ, 0096, 0078, 0077, 0083,    0,    0,  27
WP, 95, 2013090918, 03, HWRF, 126, 254N, 1348E, 121,  916, XX,  64, NEQ, 0074, 0062, 0061, 0065,    0,    0,  27
WP, 95, 2013091000, 03, HWRF, 000, 146N, 1463E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  75
WP, 95, 2013091000, 03, HWRF, 006, 159N, 1467E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  88
WP, 95, 2013091000, 03, HWRF, 012, 176N, 1473E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 95, 2013091000, 03, HWRF, 018, 189N, 1488E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  63
WP, 95, 2013091000, 03, HWRF, 024, 198N, 1488E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 101
WP, 95, 2013091000, 03, HWRF, 030, 206N, 1483E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  82
WP, 95, 2013091000, 03, HWRF, 036, 213N, 1477E,  38, 1001, XX,  34, NEQ, 0043, 0000, 0000, 0000,    0,    0,  37
WP, 95, 2013091000, 03, HWRF, 042, 216N, 1463E,  40, 1000, XX,  34, NEQ, 0045, 0000, 0000, 0083,    0,    0,  28
WP, 95, 2013091000, 03, HWRF, 048, 219N, 1450E,  42, 1000, XX,  34, NEQ, 0052, 0000, 0000, 0046,    0,    0,  24
WP, 95, 2013091000, 03, HWRF, 054, 218N, 1438E,  46,  995, XX,  34, NEQ, 0121, 0000, 0000, 0121,    0,    0,  34
WP, 95, 2013091000, 03, HWRF, 060, 217N, 1425E,  52,  990, XX,  34, NEQ, 0115, 0000, 0000, 0099,    0,    0,  27
WP, 95, 2013091000, 03, HWRF, 060, 217N, 1425E,  52,  990, XX,  50, NEQ, 0029, 0000, 0000, 0032,    0,    0,  27
WP, 95, 2013091000, 03, HWRF, 066, 215N, 1414E,  54,  984, XX,  34, NEQ, 0103, 0022, 0034, 0119,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 066, 215N, 1414E,  54,  984, XX,  50, NEQ, 0052, 0000, 0000, 0025,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 072, 215N, 1399E,  61,  982, XX,  34, NEQ, 0124, 0051, 0037, 0122,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 072, 215N, 1399E,  61,  982, XX,  50, NEQ, 0032, 0000, 0019, 0031,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 078, 212N, 1389E,  60,  976, XX,  34, NEQ, 0141, 0045, 0055, 0138,    0,    0,  18
WP, 95, 2013091000, 03, HWRF, 078, 212N, 1389E,  60,  976, XX,  50, NEQ, 0039, 0019, 0000, 0041,    0,    0,  18
WP, 95, 2013091000, 03, HWRF, 084, 211N, 1378E,  77,  971, XX,  34, NEQ, 0147, 0061, 0078, 0139,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 084, 211N, 1378E,  77,  971, XX,  50, NEQ, 0056, 0025, 0027, 0056,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 084, 211N, 1378E,  77,  971, XX,  64, NEQ, 0033, 0000, 0000, 0033,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 090, 208N, 1366E,  73,  961, XX,  34, NEQ, 0137, 0082, 0096, 0130,    0,    0,  29
WP, 95, 2013091000, 03, HWRF, 090, 208N, 1366E,  73,  961, XX,  50, NEQ, 0052, 0043, 0043, 0070,    0,    0,  29
WP, 95, 2013091000, 03, HWRF, 090, 208N, 1366E,  73,  961, XX,  64, NEQ, 0039, 0027, 0023, 0040,    0,    0,  29
WP, 95, 2013091000, 03, HWRF, 096, 205N, 1358E,  77,  959, XX,  34, NEQ, 0125, 0093, 0101, 0163,    0,    0,  25
WP, 95, 2013091000, 03, HWRF, 096, 205N, 1358E,  77,  959, XX,  50, NEQ, 0058, 0052, 0062, 0062,    0,    0,  25
WP, 95, 2013091000, 03, HWRF, 096, 205N, 1358E,  77,  959, XX,  64, NEQ, 0044, 0036, 0046, 0044,    0,    0,  25
WP, 95, 2013091000, 03, HWRF, 102, 205N, 1353E,  90,  951, XX,  34, NEQ, 0170, 0117, 0118, 0164,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 102, 205N, 1353E,  90,  951, XX,  50, NEQ, 0061, 0059, 0068, 0064,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 102, 205N, 1353E,  90,  951, XX,  64, NEQ, 0044, 0044, 0043, 0048,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 108, 205N, 1348E,  89,  946, XX,  34, NEQ, 0166, 0129, 0131, 0157,    0,    0,  24
WP, 95, 2013091000, 03, HWRF, 108, 205N, 1348E,  89,  946, XX,  50, NEQ, 0060, 0068, 0073, 0072,    0,    0,  24
WP, 95, 2013091000, 03, HWRF, 108, 205N, 1348E,  89,  946, XX,  64, NEQ, 0046, 0047, 0039, 0047,    0,    0,  24
WP, 95, 2013091000, 03, HWRF, 114, 204N, 1342E, 101,  940, XX,  34, NEQ, 0137, 0141, 0134, 0137,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 114, 204N, 1342E, 101,  940, XX,  50, NEQ, 0079, 0073, 0065, 0081,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 114, 204N, 1342E, 101,  940, XX,  64, NEQ, 0046, 0049, 0049, 0055,    0,    0,  22
WP, 95, 2013091000, 03, HWRF, 120, 205N, 1339E,  89,  939, XX,  34, NEQ, 0126, 0161, 0169, 0293,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 120, 205N, 1339E,  89,  939, XX,  50, NEQ, 0066, 0089, 0081, 0078,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 120, 205N, 1339E,  89,  939, XX,  64, NEQ, 0049, 0059, 0059, 0048,    0,    0,  26
WP, 95, 2013091000, 03, HWRF, 126, 206N, 1336E, 109,  935, XX,  34, NEQ, 0137, 0304, 0213, 0120,    0,    0,  29
WP, 95, 2013091000, 03, HWRF, 126, 206N, 1336E, 109,  935, XX,  50, NEQ, 0067, 0101, 0101, 0079,    0,    0,  29
WP, 95, 2013091000, 03, HWRF, 126, 206N, 1336E, 109,  935, XX,  64, NEQ, 0052, 0065, 0070, 0060,    0,    0,  29
WP, 95, 2013091006, 03, HWRF, 000, 166N, 1463E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 95, 2013091006, 03, HWRF, 006, 175N, 1469E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  99
WP, 95, 2013091006, 03, HWRF, 012, 187N, 1474E,  34, 1005, XX,  34, NEQ, 0000, 0054, 0000, 0000,    0,    0,  54
WP, 95, 2013091006, 03, HWRF, 018, 195N, 1482E,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
WP, 95, 2013091006, 03, HWRF, 024, 201N, 1481E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 95, 2013091006, 03, HWRF, 030, 205N, 1481E,  35, 1006, XX,  34, NEQ, 0072, 0000, 0000, 0000,    0,    0,  70
WP, 95, 2013091006, 03, HWRF, 036, 212N, 1474E,  36, 1001, XX,  34, NEQ, 0095, 0000, 0000, 0145,    0,    0,  93
WP, 95, 2013091006, 03, HWRF, 042, 216N, 1462E,  39, 1000, XX,  34, NEQ, 0137, 0000, 0000, 0053,    0,    0,  46
WP, 95, 2013091006, 03, HWRF, 048, 218N, 1452E,  40,  995, XX,  34, NEQ, 0137, 0000, 0000, 0137,    0,    0,  20
WP, 95, 2013091006, 03, HWRF, 054, 218N, 1438E,  48,  993, XX,  34, NEQ, 0136, 0000, 0000, 0110,    0,    0,  44
WP, 95, 2013091006, 03, HWRF, 060, 216N, 1424E,  49,  987, XX,  34, NEQ, 0147, 0087, 0037, 0154,    0,    0,  47
WP, 95, 2013091006, 03, HWRF, 066, 213N, 1412E,  56,  981, XX,  34, NEQ, 0117, 0057, 0094, 0154,    0,    0,  23
WP, 95, 2013091006, 03, HWRF, 066, 213N, 1412E,  56,  981, XX,  50, NEQ, 0052, 0000, 0032, 0034,    0,    0,  23
WP, 95, 2013091006, 03, HWRF, 072, 211N, 1404E,  63,  975, XX,  34, NEQ, 0132, 0059, 0095, 0153,    0,    0,  22
WP, 95, 2013091006, 03, HWRF, 072, 211N, 1404E,  63,  975, XX,  50, NEQ, 0036, 0028, 0031, 0057,    0,    0,  22
WP, 95, 2013091006, 03, HWRF, 078, 210N, 1397E,  76,  967, XX,  34, NEQ, 0154, 0092, 0107, 0152,    0,    0,  21
WP, 95, 2013091006, 03, HWRF, 078, 210N, 1397E,  76,  967, XX,  50, NEQ, 0078, 0037, 0041, 0081,    0,    0,  21
WP, 95, 2013091006, 03, HWRF, 078, 210N, 1397E,  76,  967, XX,  64, NEQ, 0032, 0026, 0024, 0032,    0,    0,  21
WP, 95, 2013091006, 03, HWRF, 084, 209N, 1388E,  74,  957, XX,  34, NEQ, 0240, 0120, 0105, 0220,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 084, 209N, 1388E,  74,  957, XX,  50, NEQ, 0066, 0054, 0067, 0076,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 084, 209N, 1388E,  74,  957, XX,  64, NEQ, 0035, 0039, 0030, 0037,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 090, 208N, 1381E,  90,  953, XX,  34, NEQ, 0214, 0139, 0147, 0225,    0,    0,  25
WP, 95, 2013091006, 03, HWRF, 090, 208N, 1381E,  90,  953, XX,  50, NEQ, 0057, 0075, 0071, 0066,    0,    0,  25
WP, 95, 2013091006, 03, HWRF, 090, 208N, 1381E,  90,  953, XX,  64, NEQ, 0043, 0045, 0051, 0049,    0,    0,  25
WP, 95, 2013091006, 03, HWRF, 096, 210N, 1377E, 102,  944, XX,  34, NEQ, 0118, 0162, 0172, 0159,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 096, 210N, 1377E, 102,  944, XX,  50, NEQ, 0055, 0077, 0081, 0074,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 096, 210N, 1377E, 102,  944, XX,  64, NEQ, 0045, 0057, 0058, 0047,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 102, 213N, 1374E,  99,  940, XX,  34, NEQ, 0155, 0175, 0167, 0180,    0,    0,  26
WP, 95, 2013091006, 03, HWRF, 102, 213N, 1374E,  99,  940, XX,  50, NEQ, 0064, 0084, 0081, 0068,    0,    0,  26
WP, 95, 2013091006, 03, HWRF, 102, 213N, 1374E,  99,  940, XX,  64, NEQ, 0048, 0062, 0059, 0051,    0,    0,  26
WP, 95, 2013091006, 03, HWRF, 108, 218N, 1371E, 100,  932, XX,  34, NEQ, 0185, 0194, 0195, 0123,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 108, 218N, 1371E, 100,  932, XX,  50, NEQ, 0075, 0110, 0084, 0058,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 108, 218N, 1371E, 100,  932, XX,  64, NEQ, 0058, 0065, 0065, 0042,    0,    0,  27
WP, 95, 2013091006, 03, HWRF, 114, 226N, 1368E, 104,  927, XX,  34, NEQ, 0198, 0234, 0227, 0300,    0,    0,  24
WP, 95, 2013091006, 03, HWRF, 114, 226N, 1368E, 104,  927, XX,  50, NEQ, 0089, 0115, 0113, 0067,    0,    0,  24
WP, 95, 2013091006, 03, HWRF, 114, 226N, 1368E, 104,  927, XX,  64, NEQ, 0065, 0072, 0052, 0046,    0,    0,  24
WP, 95, 2013091006, 03, HWRF, 120, 235N, 1364E, 108,  924, XX,  34, NEQ, 0226, 0349, 0270, 0246,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 120, 235N, 1364E, 108,  924, XX,  50, NEQ, 0103, 0136, 0134, 0070,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 120, 235N, 1364E, 108,  924, XX,  64, NEQ, 0069, 0073, 0057, 0051,    0,    0,  32
WP, 95, 2013091006, 03, HWRF, 126, 242N, 1361E, 111,  919, XX,  34, NEQ, 0243, 0286, 0278, 0318,    0,    0,  34
WP, 95, 2013091006, 03, HWRF, 126, 242N, 1361E, 111,  919, XX,  50, NEQ, 0101, 0169, 0089, 0076,    0,    0,  34
WP, 95, 2013091006, 03, HWRF, 126, 242N, 1361E, 111,  919, XX,  64, NEQ, 0069, 0070, 0056, 0057,    0,    0,  34
WP, 95, 2013091012, 03, HWRF, 000, 160N, 1447E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 95, 2013091012, 03, HWRF, 006, 169N, 1450E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
WP, 95, 2013091012, 03, HWRF, 012, 180N, 1462E,  32, 1006, XX,  34, NEQ, 0158, 0118, 0000, 0000,    0,    0,  63
WP, 95, 2013091012, 03, HWRF, 018, 193N, 1477E,  37, 1004, XX,  34, NEQ, 0000, 0074, 0115, 0000,    0,    0, 108
WP, 95, 2013091012, 03, HWRF, 024, 203N, 1478E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0144,    0,    0,  64
WP, 95, 2013091012, 03, HWRF, 030, 210N, 1471E,  40,  994, XX,  34, NEQ, 0098, 0024, 0000, 0065,    0,    0,  19
WP, 95, 2013091012, 03, HWRF, 036, 216N, 1460E,  44,  993, XX,  34, NEQ, 0119, 0040, 0000, 0099,    0,    0,  28
WP, 95, 2013091012, 03, HWRF, 042, 223N, 1449E,  54,  988, XX,  34, NEQ, 0138, 0102, 0023, 0125,    0,    0,  14
WP, 95, 2013091012, 03, HWRF, 042, 223N, 1449E,  54,  988, XX,  50, NEQ, 0020, 0000, 0000, 0018,    0,    0,  14
WP, 95, 2013091012, 03, HWRF, 048, 223N, 1433E,  61,  985, XX,  34, NEQ, 0161, 0107, 0038, 0137,    0,    0,  22
WP, 95, 2013091012, 03, HWRF, 048, 223N, 1433E,  61,  985, XX,  50, NEQ, 0039, 0000, 0019, 0038,    0,    0,  22
WP, 95, 2013091012, 03, HWRF, 054, 222N, 1420E,  61,  976, XX,  34, NEQ, 0158, 0066, 0054, 0154,    0,    0,  20
WP, 95, 2013091012, 03, HWRF, 054, 222N, 1420E,  61,  976, XX,  50, NEQ, 0030, 0018, 0019, 0057,    0,    0,  20
WP, 95, 2013091012, 03, HWRF, 060, 220N, 1407E,  65,  972, XX,  34, NEQ, 0154, 0093, 0063, 0160,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 060, 220N, 1407E,  65,  972, XX,  50, NEQ, 0052, 0023, 0028, 0054,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 060, 220N, 1407E,  65,  972, XX,  64, NEQ, 0000, 0000, 0000, 0028,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 066, 218N, 1397E,  75,  967, XX,  34, NEQ, 0150, 0066, 0107, 0144,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 066, 218N, 1397E,  75,  967, XX,  50, NEQ, 0049, 0029, 0043, 0053,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 066, 218N, 1397E,  75,  967, XX,  64, NEQ, 0033, 0000, 0023, 0031,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 072, 215N, 1389E,  78,  958, XX,  34, NEQ, 0240, 0109, 0113, 0206,    0,    0,  17
WP, 95, 2013091012, 03, HWRF, 072, 215N, 1389E,  78,  958, XX,  50, NEQ, 0052, 0041, 0043, 0068,    0,    0,  17
WP, 95, 2013091012, 03, HWRF, 072, 215N, 1389E,  78,  958, XX,  64, NEQ, 0030, 0021, 0027, 0030,    0,    0,  17
WP, 95, 2013091012, 03, HWRF, 078, 213N, 1382E,  78,  952, XX,  34, NEQ, 0222, 0135, 0124, 0227,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 078, 213N, 1382E,  78,  952, XX,  50, NEQ, 0061, 0059, 0069, 0064,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 078, 213N, 1382E,  78,  952, XX,  64, NEQ, 0034, 0043, 0040, 0041,    0,    0,  21
WP, 95, 2013091012, 03, HWRF, 084, 215N, 1379E,  88,  949, XX,  34, NEQ, 0351, 0158, 0182, 0283,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 084, 215N, 1379E,  88,  949, XX,  50, NEQ, 0061, 0074, 0080, 0070,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 084, 215N, 1379E,  88,  949, XX,  64, NEQ, 0044, 0051, 0044, 0049,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 090, 217N, 1378E,  97,  942, XX,  34, NEQ, 0143, 0174, 0162, 0351,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 090, 217N, 1378E,  97,  942, XX,  50, NEQ, 0063, 0081, 0085, 0087,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 090, 217N, 1378E,  97,  942, XX,  64, NEQ, 0048, 0056, 0055, 0044,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 096, 224N, 1378E, 101,  936, XX,  34, NEQ, 0152, 0202, 0201, 0329,    0,    0,  25
WP, 95, 2013091012, 03, HWRF, 096, 224N, 1378E, 101,  936, XX,  50, NEQ, 0068, 0087, 0087, 0061,    0,    0,  25
WP, 95, 2013091012, 03, HWRF, 096, 224N, 1378E, 101,  936, XX,  64, NEQ, 0050, 0066, 0062, 0042,    0,    0,  25
WP, 95, 2013091012, 03, HWRF, 102, 233N, 1375E, 107,  927, XX,  34, NEQ, 0192, 0227, 0204, 0351,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 102, 233N, 1375E, 107,  927, XX,  50, NEQ, 0089, 0105, 0088, 0062,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 102, 233N, 1375E, 107,  927, XX,  64, NEQ, 0051, 0057, 0054, 0043,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 108, 244N, 1373E, 120,  920, XX,  34, NEQ, 0234, 0246, 0260, 0350,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 108, 244N, 1373E, 120,  920, XX,  50, NEQ, 0095, 0094, 0190, 0061,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 108, 244N, 1373E, 120,  920, XX,  64, NEQ, 0064, 0069, 0059, 0046,    0,    0,  23
WP, 95, 2013091012, 03, HWRF, 114, 256N, 1371E, 120,  913, XX,  34, NEQ, 0252, 0250, 0251, 0351,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 114, 256N, 1371E, 120,  913, XX,  50, NEQ, 0094, 0145, 0093, 0063,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 114, 256N, 1371E, 120,  913, XX,  64, NEQ, 0056, 0066, 0056, 0049,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 120, 267N, 1371E, 117,  913, XX,  34, NEQ, 0247, 0268, 0326, 0351,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 120, 267N, 1371E, 117,  913, XX,  50, NEQ, 0099, 0099, 0075, 0070,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 120, 267N, 1371E, 117,  913, XX,  64, NEQ, 0064, 0069, 0056, 0048,    0,    0,  24
WP, 95, 2013091012, 03, HWRF, 126, 277N, 1370E, 113,  911, XX,  34, NEQ, 0265, 0349, 0351, 0247,    0,    0,  28
WP, 95, 2013091012, 03, HWRF, 126, 277N, 1370E, 113,  911, XX,  50, NEQ, 0111, 0119, 0075, 0076,    0,    0,  28
WP, 95, 2013091012, 03, HWRF, 126, 277N, 1370E, 113,  911, XX,  64, NEQ, 0073, 0073, 0054, 0058,    0,    0,  28
WP, 95, 2013091018, 03, HWRF, 000, 146N, 1417E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  82
WP, 95, 2013091018, 03, HWRF, 006, 159N, 1423E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  76
WP, 95, 2013091018, 03, HWRF, 012, 172N, 1442E,  32, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  33
WP, 95, 2013091018, 03, HWRF, 018, 180N, 1458E,  31, 1007, XX,  34, NEQ, 0178, 0000, 0000, 0000,    0,    0,  77
WP, 95, 2013091018, 03, HWRF, 024, 190N, 1472E,  28, 1004, XX,  34, NEQ, 0258, 0000, 0000, 0196,    0,    0,  69
WP, 95, 2013091018, 03, HWRF, 030, 209N, 1470E,  36, 1003, XX,  34, NEQ, 0232, 0000, 0000, 0212,    0,    0,  76
WP, 95, 2013091018, 03, HWRF, 036, 227N, 1458E,  45,  994, XX,  34, NEQ, 0122, 0045, 0000, 0127,    0,    0,  50
WP, 95, 2013091018, 03, HWRF, 042, 226N, 1442E,  59,  988, XX,  34, NEQ, 0178, 0000, 0032, 0124,    0,    0,  32
