WP, 27, 2018091000, 03, CTCX, 000, 219N, 1215E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 031
WP, 27, 2018091000, 03, CTCX, 006, 218N, 1211E,  34, 1006, XX,  34, NEQ, 0000, 0036, 0000, 0191,    0,    0, 034
WP, 27, 2018091000, 03, CTCX, 012, 221N, 1206E,  35, 1005, XX,  34, NEQ, 0150, 0053, 0000, 0150,    0,    0, 036
WP, 27, 2018091000, 03, CTCX, 018, 221N, 1195E,  34, 1005, XX,  34, NEQ, 0000, 0018, 0000, 0000,    0,    0, 016
WP, 27, 2018091000, 03, CTCX, 024, 221N, 1187E,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
WP, 27, 2018091000, 03, CTCX, 030, 220N, 1179E,  39, 1004, XX,  34, NEQ, 0030, 0000, 0000, 0030,    0,    0, 027
WP, 27, 2018091000, 03, CTCX, 036, 212N, 1171E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0026,    0,    0, 026
WP, 27, 2018091000, 03, CTCX, 042, 208N, 1162E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 015
WP, 27, 2018091000, 03, CTCX, 048, 208N, 1158E,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0019,    0,    0, 019
WP, 27, 2018091000, 03, CTCX, 054, 207N, 1149E,  43, 1000, XX,  34, NEQ, 0031, 0031, 0000, 0000,    0,    0, 024
WP, 27, 2018091000, 03, CTCX, 060, 208N, 1140E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 030
WP, 27, 2018091000, 03, CTCX, 066, 210N, 1124E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 016
WP, 27, 2018091000, 03, CTCX, 072, 215N, 1113E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
WP, 27, 2018091000, 03, CTCX, 078, 218N, 1101E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 066
WP, 27, 2018091000, 03, CTCX, 084, 220N, 1087E,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 046
WP, 27, 2018091000, 03, CTCX, 090, 228N, 1075E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
WP, 27, 2018091000, 03, HWRF, 000, 215N, 1217E,  29, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 003, 214N, 1216E,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99,  25,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      44,     500,    -356, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 006, 217N, 1215E,  42, 1005, XX,  34, NEQ, 0025, 0033, 0000, 0000,  -99,  -99,  21,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -27,     510,    -512, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 009, 218N, 1212E,  41, 1003, XX,  34, NEQ, 0000, 0028, 0019, 0000,  -99,  -99,  20,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       0,     615,    -436, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 012, 220N, 1209E,  34, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      13,     360,    -381, Y, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 015, 221N, 1200E,  34, 1008, XX,  34, NEQ, 0057, 0000, 0000, 0000,  -99,  -99,  57,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      10,     -39,    -340, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 018, 215N, 1193E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      53,    -248,    -751, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 021, 213N, 1190E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99, 123,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      51,     241,    -584, Y, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 024, 211N, 1188E,  29, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99, 125,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       2,    -303,    -752, N, 10, DT, -999
WP, 27, 2018091000, 03, HWRF, 027, 214N, 1184E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      37,     132,    -474, N, 10, DT, -999
