EP, 97, 2014080212, 03, NG01, 156, 198N, 1420W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG01, 162, 201N, 1432W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG01, 168, 207N, 1446W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG01, 174, 210N, 1460W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG01, 180, 215N, 1476W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 090, 139N, 1281W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 096, 142N, 1296W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 102, 143N, 1311W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 108, 149N, 1325W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 114, 151N, 1339W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 120, 156N, 1353W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 126, 161N, 1365W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 132, 166N, 1377W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 138, 169N, 1390W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 144, 177N, 1401W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 150, 183N, 1409W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 156, 192N, 1419W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 162, 201N, 1429W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 168, 211N, 1438W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 174, 222N, 1444W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG02, 180, 232N, 1450W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 090, 141N, 1271W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 096, 144N, 1284W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 102, 148N, 1299W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 108, 154N, 1312W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 114, 159N, 1330W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 120, 162N, 1346W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 126, 165N, 1363W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 132, 168N, 1380W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 138, 171N, 1399W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 144, 175N, 1414W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 150, 180N, 1430W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 156, 181N, 1450W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 162, 186N, 1466W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 168, 191N, 1480W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 174, 197N, 1495W,   0, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG03, 180, 212N, 1500W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 090, 136N, 1295W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 096, 138N, 1307W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 102, 143N, 1318W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 108, 147N, 1331W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 114, 152N, 1343W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 120, 156N, 1357W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 126, 160N, 1370W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 132, 161N, 1385W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 138, 164N, 1396W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 144, 164N, 1413W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 150, 165N, 1426W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 156, 171N, 1439W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 162, 176N, 1453W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 168, 181N, 1469W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 174, 189N, 1484W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG04, 180, 193N, 1500W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 090, 142N, 1279W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 096, 140N, 1292W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 102, 139N, 1305W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 108, 140N, 1316W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 114, 140N, 1329W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 120, 142N, 1343W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 126, 145N, 1357W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 132, 149N, 1371W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 138, 151N, 1384W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 144, 153N, 1399W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 150, 158N, 1412W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 156, 162N, 1427W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 162, 168N, 1442W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 168, 170N, 1461W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 174, 177N, 1479W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG05, 180, 182N, 1496W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 090, 133N, 1283W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 096, 138N, 1295W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 102, 142N, 1308W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 108, 145N, 1322W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 114, 149N, 1336W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 120, 149N, 1350W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 126, 150N, 1363W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 132, 153N, 1375W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 138, 155N, 1386W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 144, 161N, 1399W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 150, 163N, 1415W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 156, 171N, 1428W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 162, 179N, 1440W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 168, 186N, 1456W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 174, 196N, 1470W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG06, 180, 205N, 1485W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 090, 152N, 1299W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 096, 157N, 1314W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 102, 160N, 1330W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 108, 168N, 1343W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 114, 179N, 1354W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 120, 191N, 1366W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 126, 202N, 1378W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 132, 216N, 1391W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 138, 227N, 1405W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 144, 233N, 1419W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 150, 240N, 1431W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 156, 243N, 1443W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 162, 248N, 1452W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 168, 252N, 1461W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 174, 259N, 1467W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG07, 180, 266N, 1473W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 090, 135N, 1278W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 096, 140N, 1290W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 102, 142N, 1304W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 108, 147N, 1317W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 114, 151N, 1329W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 120, 158N, 1341W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 126, 161N, 1353W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 132, 164N, 1367W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 138, 169N, 1380W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 144, 170N, 1393W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 150, 170N, 1407W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 156, 170N, 1420W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 162, 171N, 1432W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 168, 173N, 1446W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 174, 179N, 1457W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG08, 180, 184N, 1467W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 090, 120N, 1260W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 096, 123N, 1271W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 102, 127N, 1284W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 108, 130N, 1298W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 114, 131N, 1311W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 120, 133N, 1325W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 126, 136N, 1340W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 132, 138N, 1354W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 138, 140N, 1370W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 144, 140N, 1381W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 150, 142N, 1395W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 156, 146N, 1408W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 162, 151N, 1420W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 168, 158N, 1435W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 174, 161N, 1450W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG09, 180, 169N, 1462W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 090, 132N, 1295W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 096, 137N, 1310W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 102, 140N, 1325W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 108, 142N, 1340W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 114, 143N, 1356W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 120, 143N, 1373W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 126, 147N, 1388W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 132, 148N, 1404W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 138, 150N, 1420W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 144, 152N, 1438W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 150, 156N, 1456W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 156, 160N, 1472W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 162, 160N, 1491W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 168, 163N, 1510W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 174, 169N, 1529W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG10, 180, 172N, 1546W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 090, 140N, 1284W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 096, 142N, 1298W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 102, 149N, 1311W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 108, 153N, 1327W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 114, 160N, 1339W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 97, 2014080212, 03, NG11, 120, 168N, 1352W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
