EP, 77, 2013050112, 03, IVCN,   0,   0N,    0W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  12,   0N,    0W,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  24,   0N,    0W,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  36,   0N,    0W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  48,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  60,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  72,   0N,    0W,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  84,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, IVCN,  96,   0N,    0W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,   0,  75N,  920W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  12,  79N,  927W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  24,  82N,  937W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  36,  87N,  943W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  48,  95N,  943W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  60, 114N,  932W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  72, 135N,  910W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  84, 163N,  877W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR,  96, 192N,  832W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR, 108, 219N,  774W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LBAR, 120, 226N,  709W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,   0,  75N,  920W,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  12,  73N,  934W,  21,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  24,  63N,  949W,  23,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  36,  52N,  966W,  24,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  48,  40N,  987W,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  60,  31N, 1013W,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  72,  22N, 1044W,  23,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  84,  12N, 1089W,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, LGEM,  96,   5N, 1244W,  17,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,   0,   0N,    0W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  12,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  24,   0N,    0W,  43,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  36,   0N,    0W,  57,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  48,   0N,    0W,  74,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  60,   0N,    0W,  59,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  72,   0N,    0W,  62,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  84,   0N,    0W,  63,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5,  96,   0N,    0W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5, 108,   0N,    0W,  63,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHF5, 120,   0N,    0W,  66,    0,   ,   0,    ,    0,    0,    0,    0, 
