AL, 98, 2014082712, 03, GFDN,   0, 270N,  945W,  27, 1009
AL, 98, 2014082800, 03, NG01, 054, 260N,  981W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 060, 267N,  981W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 066, 270N,  980W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 072, 272N,  982W,  13, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 078, 268N,  988W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG02, 000, 262N,  954W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 000, 256N,  944W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 006, 257N,  949W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 012, 254N,  955W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 018, 250N,  956W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 024, 248N,  957W,  20, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 030, 248N,  959W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 036, 253N,  964W,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 042, 258N,  962W,  13, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG03, 048, 254N,  964W,  12, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 000, 275N,  951W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 006, 274N,  952W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 012, 272N,  955W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 018, 271N,  955W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 024, 268N,  960W,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG04, 030, 276N,  964W,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 000, 256N,  950W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 006, 255N,  956W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 012, 252N,  961W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 018, 246N,  960W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 024, 238N,  960W,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 030, 238N,  963W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG05, 036, 240N,  972W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG06, 000, 257N,  962W,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG07, 000, 251N,  948W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG07, 006, 251N,  956W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 000, 255N,  948W,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 006, 250N,  951W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 012, 248N,  958W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 018, 246N,  963W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 024, 237N,  956W,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 030, 232N,  954W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 036, 234N,  960W,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 042, 237N,  965W,  10, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG08, 048, 235N,  969W,  12, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 000, 265N,  953W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 006, 261N,  953W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 012, 261N,  960W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 018, 260N,  960W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 024, 259N,  961W,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 030, 260N,  969W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 036, 261N,  973W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 042, 260N,  968W,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 048, 255N,  973W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 054, 257N,  985W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 060, 256N,  990W,   6, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG09, 066, 257N,  995W,   7, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG10, 000, 259N,  953W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG11, 000, 259N,  951W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG11, 006, 258N,  955W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG11, 012, 258N,  964W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG11, 018, 256N,  965W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG12, 000, 257N,  946W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG12, 006, 254N,  950W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG12, 012, 252N,  957W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG12, 018, 250N,  956W,  11, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG12, 024, 245N,  958W,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 000, 268N,  943W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 006, 267N,  950W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 012, 264N,  956W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 018, 266N,  958W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 024, 265N,  961W,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 030, 269N,  969W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 036, 270N,  976W,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 042, 277N,  972W,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG13, 048, 278N,  970W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG14, 000, 275N,  954W,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG14, 006, 275N,  956W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG14, 012, 276N,  963W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG14, 018, 277N,  964W,  11, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG14, 024, 285N,  971W,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 000, 257N,  946W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 006, 255N,  950W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 012, 253N,  957W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 018, 252N,  957W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 024, 251N,  960W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 030, 250N,  965W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 036, 248N,  973W,  10, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG15, 042, 246N,  972W,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 000, 264N,  961W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 006, 262N,  962W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 012, 263N,  970W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 018, 261N,  972W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 024, 260N,  974W,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 030, 260N,  979W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 036, 261N,  978W,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG16, 042, 262N,  973W,   7, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG17, 000, 270N,  958W,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG17, 006, 268N,  960W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG17, 012, 265N,  967W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG17, 018, 262N,  968W,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG17, 024, 265N,  973W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 000, 267N,  956W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 006, 266N,  959W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 012, 267N,  965W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 018, 267N,  966W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 024, 264N,  968W,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 030, 267N,  973W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 036, 268N,  975W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 042, 269N,  976W,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 048, 264N,  981W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 054, 262N,  995W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 060, 259N,  996W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 066, 258N,  998W,   7, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 072, 261N, 1005W,  12, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG18, 078, 254N, 1009W,   9, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 000, 260N,  944W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 006, 260N,  950W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 012, 260N,  960W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 018, 261N,  961W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 024, 261N,  962W,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 030, 263N,  966W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 036, 267N,  969W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG19, 042, 269N,  969W,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG20, 000, 258N,  956W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG20, 006, 254N,  955W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG20, 012, 253N,  964W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG20, 018, 245N,  961W,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG20, 024, 241N,  961W,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 000, 265N,  953W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 006, 261N,  956W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 012, 258N,  962W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 018, 256N,  963W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 024, 252N,  965W,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NVGM, 030, 250N,  964W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082806, 03, NVGM, 000, 260N,  959W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082806, 03, NVGM, 006, 260N,  964W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082806, 03, NVGM, 012, 261N,  966W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082806, 03, NVGM, 018, 258N,  968W,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, GFDN,   0, 261N,  965W,  25, 1008
AL, 98, 2014082812, 03, GFDN,   6, 262N,  967W,  25, 1006
AL, 98, 2014082812, 03, GFDN,  12, 259N,  973W,  23, 1006
AL, 98, 2014082812, 03, GFDN,  18, 259N,  976W,  22, 1006
AL, 98, 2014082812, 03, GFDN,  24, 260N,  978W,  21, 1007
AL, 98, 2014082812, 03, GFDN,  30, 260N,  978W,  18, 1005
AL, 98, 2014082812, 03, GFDN,  36, 261N,  982W,  20, 1000
AL, 98, 2014082812, 03, GFDN,  42, 263N,  986W,  20, 1007
AL, 98, 2014082812, 03, GFDN,  48, 265N,  988W,  19, 1009
AL, 98, 2014082812, 03, GFDN,  54, 268N,  991W,  14, 1007
AL, 98, 2014082812, 03, GFDN,  60, 273N,  996W,  16, 1001
AL, 98, 2014082812, 03, GFDN,  66, 278N, 1004W,  16, 1007
AL, 98, 2014082812, 03, GFDN,  72, 280N, 1006W,  14, 1009
AL, 98, 2014082812, 03, GFDN,  78, 278N, 1005W,  13, 1007
AL, 98, 2014082812, 03, GFDN,  84, 274N, 1003W,  16, 1002
AL, 98, 2014082812, 03, NG01, 000, 247N,  964W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 006, 234N,  946W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 012, 233N,  950W,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 018, 243N,  958W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 024, 248N,  970W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 030, 252N,  976W,   8, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 036, 250N,  976W,  14, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG01, 042, 252N,  990W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG02, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 000, 258N,  961W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 006, 255N,  957W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 012, 255N,  960W,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 018, 259N,  966W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 024, 261N,  968W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 030, 265N,  966W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 036, 262N,  965W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 042, 269N,  971W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 048, 267N,  968W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 054, 256N,  952W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 060, 260N,  959W,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 066, 271N,  968W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 072, 281N,  969W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 078, 288N,  970W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 084, 294N,  971W,  14, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 090, 309N,  967W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG03, 096, 315N,  963W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 000, 274N,  958W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 006, 277N,  957W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 012, 279N,  960W,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 018, 284N,  960W,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 024, 288N,  959W,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 030, 284N,  948W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 036, 285N,  946W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG04, 042, 297N,  945W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 000, 257N,  968W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 006, 250N,  965W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 012, 248N,  967W,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 018, 253N,  974W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 024, 256N,  982W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG05, 030, 260N,  979W,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG06, 000, 251N,  971W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 000, 249N,  962W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 006, 243N,  952W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 012, 245N,  933W,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 018, 254N,  936W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 024, 263N,  937W,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 030, 277N,  936W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 036, 287N,  935W,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 042, 303N,  932W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 048, 320N,  926W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 054, 337N,  918W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 060, 353N,  912W,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 066, 363N,  892W,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 072, 383N,  872W,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 078, 402N,  851W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 084, 422N,  831W,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 090, 436N,  797W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 096, 446N,  766W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 102, 455N,  734W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG07, 108, 459N,  703W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG08, 000, 252N,  968W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG08, 006, 247N,  963W,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 000, 262N,  962W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 006, 263N,  962W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 012, 262N,  964W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 018, 264N,  970W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 024, 264N,  973W,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG09, 030, 265N,  970W,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG10, 000, 265N,  974W,   9, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG11, 000, 259N,  966W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG11, 006, 258N,  964W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG11, 012, 262N,  966W,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG12, 000, 257N,  963W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082812, 03, NG12, 006, 253N,  958W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
