IO, 03, 2015100918, 03, COTC, 000, 149N,  698E,  35, 1004, XX,  34, NEQ, 0032, 0000, 0000, 0000,    0,    0, 030
IO, 03, 2015100918, 03, COTC, 006, 151N,  694E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 033
IO, 03, 2015100918, 03, COTC, 012, 151N,  691E,  38, 1004, XX,  34, NEQ, 0049, 0000, 0052, 0000,    0,    0, 047
IO, 03, 2015100918, 03, COTC, 018, 151N,  687E,  43, 1002, XX,  34, NEQ, 0000, 0033, 0060, 0056,    0,    0, 041
IO, 03, 2015100918, 03, COTC, 024, 151N,  690E,  42, 1005, XX,  34, NEQ, 0000, 0000, 0065, 0063,    0,    0, 059
IO, 03, 2015100918, 03, COTC, 030, 149N,  690E,  40, 1004, XX,  34, NEQ, 0000, 0038, 0060, 0000,    0,    0, 049
IO, 03, 2015100918, 03, COTC, 036, 149N,  690E,  39, 1006, XX,  34, NEQ, 0000, 0000, 0047, 0000,    0,    0, 042
IO, 03, 2015100918, 03, COTC, 042, 152N,  689E,  35, 1004, XX,  34, NEQ, 0000, 0000, 0050, 0050,    0,    0, 047
IO, 03, 2015100918, 03, COTC, 048, 152N,  687E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 039
IO, 03, 2015100918, 03, COTC, 054, 154N,  682E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 048
IO, 03, 2015100918, 03, COTC, 060, 150N,  673E,  36, 1008, XX,  34, NEQ, 0000, 0000, 0040, 0000,    0,    0, 023
IO, 03, 2015100918, 03, COTC, 066, 151N,  667E,  40, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0110,    0,    0, 100
IO, 03, 2015100918, 03, COTC, 072, 149N,  659E,  36, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0080,    0,    0, 080
IO, 03, 2015100918, 03, COTC, 078, 148N,  652E,  38, 1006, XX,  34, NEQ, 0071, 0074, 0000, 0101,    0,    0, 095
IO, 03, 2015100918, 03, COTC, 084, 148N,  642E,  43, 1006, XX,  34, NEQ, 0098, 0000, 0098, 0125,    0,    0, 079
IO, 03, 2015100918, 03, COTC, 090, 154N,  630E,  33, 1005, XX,  34, NEQ, 0204, 0000, 0000, 0000,    0,    0, 108
IO, 03, 2015100918, 03, COTC, 096, 153N,  621E,  35, 1005, XX,  34, NEQ, 0131, 0000, 0000, 0107,    0,    0, 101
IO, 03, 2015100918, 03, COTC, 102, 151N,  616E,  37, 1005, XX,  34, NEQ, 0124, 0000, 0000, 0106,    0,    0, 074
IO, 03, 2015100918, 03, COTC, 108, 153N,  606E,  46, 1003, XX,  34, NEQ, 0109, 0131, 0000, 0120,    0,    0, 049
IO, 03, 2015100918, 03, COTC, 114, 154N,  596E,  50, 1002, XX,  34, NEQ, 0105, 0000, 0192, 0052,    0,    0, 033
