SH, 25, 2015063012,   , BEST,   0, 053S, 1600E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1008,  200,  45,   0,   0,   P,   0,   X, 230,   5,  TWENTY-FI, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH252015, JTWC, NCEP_TCVITALS, 
SH, 25, 2015063018,   , BEST,   0, 061S, 1593E,  35,  996, XX,  34, NEQ,    0,    0,    0,    0, 1007,  210,  45,   0,   0,   P,   0,   X, 220,   8,  TWENTY-FI, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH252015, JTWC, NCEP_TCVITALS, 
